453,,
,,
Kubulula,Kutemesha,
Angush,,
nvumbi,,
Shikiyo,Sikio,
Dunia,,
Mpaka,,
Elimu,,
,,
Riyai,,
,,
Mwisho,,
,,
makosa,,
,,
Mfano,,
Badilisha,,
kuishi,Kuwepo,
Kufunguka,,
,,
Mtaalamu,,
Rincho,Jicho,
,,
Uso,Nsula,
Ukweli,,
Kuanguka,,
Jami,Jama,
Shamba,,
Baba,Papa,
Boka,Uoga,
,,
Kushikiya,,
,,
Kiwanza,,
kupikana,Pigana,
Kilole,Kidole,
Moto,,
Samaki,,
Bendera,,
,,
Ndeke,,
,,
Mauwa,,
Luka,Ruka,inzi
,,
"Chakula,",,
Mikulu,Miguu,
,,
Nkanya,,
,,
Ndeke,,
,,
Rafiki,Mwenzako,
Kumbele,,
Matunda,,
Bustani,,
,,
Msichana,Mwanamuke,
,,
,,
Mbuji,Mbuzi,
,,
,,
Serekali,,
Mbeko,,
Nyanshi,,
,,
Kundji,Kundi,
,,
onesha,,
Bunduki,,
Nywele,,
,,
Mukono,,
,,
Mapatano,,
Kofia,,
Chuki,,
Kichwa,,
Kushikiya,Kusikiya,
Roho,Moyo,
Kivukutu,,
Saidia,,
,,
Njimu,Shimo,
,,
Tumaini,,
,,
,,
Hospitali,,
Saa,,
Nyumba,,
,,
,,
Wazo,,
,,
,,
Ongeza,,
,,
,,
Kilulu,,
Chombo,,
,,
,,
,,
kyuma,,
,,
,,
,,
Unganisha,Kuunga,
Safari,,
,,
,,
Luka,Ruka,
,,
,,
Pika,,
,,
Gotchi,Goti,
Kisu,,
,,
,,
,,
Lugha,,
Ncheko,,
Ongoza,,
,,
Kufunda,,
Ngoji,,
Mukulu,Muguu,
Mukanda,,
,,
,,
Shimamisha,,
Mwangaza,,
,,
Mustari,,
,,
Mulomo,Mudomo,
,,
,,
Konfili,,
Kuangaria,,
Potesha,,
Mapendo,,
Chini,,
Mashine,,
Mutu,,
,,
,,
,,
Nsoko,,
Bamingi,,
Alimeti,,
Chakula,,
Kipimo,,
Nyama,,
Mikutano,,
,,
Kyuma,,
Kachi,Kati,
Majiba,Maziwa,
,,
Biangu,,
Wakati,,
,,
Makuta,Franga,
Makaka,,
Mwenji,,
Mweji,,
Busubuhi,Asubuhi,
Mama,,
Mwendo,,
Milima,,
Kinywa,,
Chofa,Songa,
,,
Muziki,,
Musumari,,
Jina,,
Taifa,,
Shingo,,
,,
shindano,Sindano,
,,
,,
Habari,,
Bushiku,Usiku,
Kelele,,
Mpuwa,Pua,
,,
Numero,,
Kalanga,,
Kuangarisha,,
,,
,,
Mafuta,,
,,
,,
,,
Kupanga,,
,,
,,
,,
Mwenyekintu,,
,,
Maumivu,,
Rangi,,
,,
,,
,,
Kuweka,,
Maripo,Malipo,
Amani,,
,,
,,
,,
Mutu,,
Picha,,
Ngulube,Nguruwe,
,,
,,
Mali,Mahali,
Ndeke,Ndege,
,,
Sanyi,Sahani,
Cheza,,
Michezo,,
Kurima,,
Mufuko,,
,,
Nsumu,,
,,
,,
,,
Kyungu,,
Kiazi,,
Kilashi,Kiazi,
Bunga,,
Nguvu,,
Bei,Beyi,
,,
Gereza,,
,,
Zarisha,,
Faida,,
fwashi,Mali,
,,
,,
Kokota,Vuta,
,,
,,
Sababu,,
Sukuma,,
,,
Swali,,
,,
Nvula,Nvua,
,,
Panya,,
,,
,,
,,
Kusoma,,
Sababu,,
,,
,,
,,
Uhusiano,,
,,
,,
Lomba,Omba,
"Heshima, ",,
Pumjika,Pumzika,
,,
,,
Muchele,wali,
Mpete,,
Muto,,
Balabala,Barabara,
Fimbo,,
,,
,,
chambre,,
,,
,,
,,
Kimbia,,
,,
Chumvi,,
Muchanga,,
,,
,,
Shule,Masomo,
Sayansi,,
,,
,,
Bahara,,
Kitchi,Kiti,
Katibu,,
Mbeko,Mbegu,
,,
Binafsi,,
,,
,,
,,
Kuvuri,Kivuli,
Kutenka,Kutenkeshika,
,,
Kondoo,,
,,
,,
,,
Mashutuko,,
Kilato,,
,,
,,
,,
Fedha,,
,,
Dada,,
,,
Ngoji,,
,,
Mbingu,,
Lala,Bushingishi,
,,
Telelemuka,,
,,
Nunka,,
chenko,,
Shimoko,Moshi,
Nyoka,,
,,
Theluji,,
Sabuni,,
Jamii,,
,,
Kiyana,,
Mwimbo,,
Chakula,,
Sauti,,
Nsupu,,
Fwashi,,
,,
,,
,,
,,
,,
Hatua,,
,,
Nyota,,
Mwanzo,,
,,
,,
,,
Kyuma,,
,,
Hatua,,
,,
Kushona,,
,,
Tumbo,,
Ribwe,Jiwe,
shimama,,
Kioske,,
Harishi,,
Balabala,,
Nyolosha,,
,,
,,
Sukari,,
,,
,,
Jua,Yua,
Msaada,,
Mushangao,,
,,
,,
Meza,,
Mukila,,
Kusumburiya,Zungumza,
Pima,Onja,
,,
Kufundisha,,
,,
,,
,,
Kintu,,
Wazo,,
Nyushi,,
,,
Kilole ki nene,,
Radi,,
,,
Wakati,Saa,
,,
Kilole kia mukulu,,
Lurimi,,
Rino,,
Yulu,Juu,
Kubamba,Kugusa,
Muji,,
,,
Mashuwa,,
Usafiri,,
,,
Muchi,,
,,
Shida,,
,,
Geuza,,
,,
Mumvuli,,
,,
Kutumia,,
,,
,,
,,
,,
sauti,,
Tembea,,
Kibumbashi,Ukuta,
Nvita,,
Osha,Safisha,
Buchafu,Uchafu,
Saa,,
Mayi,Maji,
Wimbi,,
,,
Njiya,Njia,
,,
Wiki,,
Bujito,,
Mupeto,,
Kupika Fimbo,,
Frimbi,,
,,
Dirisha,,
Mvinyo,,
,,
,,
,,
Mwanamuke,,
Mbao,,
,,
Maandiko,Neno,
Kaji,Kazi,
,,
,,
,,
Mwaka,,
