Rikodi,,,
Kuyuta,,,
Uhusiano,,,
Dini,,,
Msimamidhi,,,
Maombi,,,
Heshima,,,
Sona,,,
Malipo,,,
,,,
Ntee,,,
Peche ,,,
Ncho,,,
Barabara,,,
,,,
Sokota,,,
ipaa,,,
Chumba,,,
mudhi,midhidhi,,
Fucha,,,
Kuongodha,,,
Kukimbia,,,
ichanga,,,
Munyu,,,
Ntanga,,,
yakuti,yaquti,,
Midhani,,,
sikuli,sukuli,,
Sayansi,,,
makasi,,,
skuruu,,,
Bahari,,,
,,,
,,,
mbeu,,,
Kuteuwa,,,
Mwenyewe,,,
Ihsia,,,
Nchumwa,,,
,,,
Kivuli,,,
Kusika,,,
Aibu,,,
hondoo,,,
rasa,,,
meli,,,
shati,ishati,,
Kuachuka,,,
dhiachu,,,
Upande,,,
Sahihi,,,
Silki,,,
fedhwa,,,
,,,
Abawa,,,
,,,
,,,
irinda,sikachi,,
,,,
yala,iyala,,
cheledha ,,,
Nteremko,,,
Kusaga,,,
Kunusa,,,
Kutabasamu,,,
Mosi,,,
noka,,,
Kuchia nyala ,,,
Barafu,,,
Sabuni,,,
jamii,,,
sokisi ,,,
Nchumvuli,,,
Nyimbo,,,
,,,
Sauti,nlio,,
Supu,,,
Nafasi,,,
,,,
siponji,,,
kijiko,,,
,,,
,,,
Jukwaa,,,
schampu,,,
nocha,,,
Kuanda,,,
,,,
stesheni,,,
Mvuke,,,
Chuma ,,,
,,,
Kunilivacha,,,
Kijichi,kisimbo,,
Kushona,,,
,,,
ichumbo,,,
Ijiwe,,,
Simama,,,
stoo,,,
Nganu,,,
barabara,,,
nyosha,,,
,,,
kichu,,,
Sukari,,,
Vamudhi ,,,
,,,
yuva,,,
unga nkono,,,
,,,
Kowa,kuoleya,,
mfumo,,,
medha,,,
nkiya,,,
Kunena,,,
Kuonda,,,
Ushuru,,,
Kufundisha,,,
,,,
jaribu,,,
,,,
Kichu,,,
vadho,,,
udhi,,,
koo,,,
kijaa cha gumba,,,
Gurumo,,,
chikichi,,,
Wakati,,,
Nkebe,,,
kijaa cha miguu,,,
ulimi,,,
igego,,,
Iyuu,,,
shika,dara,,
N'yini,,,
biashara,dhanya,,
gari  a moshi,,,
Usafiri,,,
chirei,,,
nchi,,,
Njama,,,
Machachidho,tabu,,
suruwali,,,
Kudhunguka,,,
,,,
chandaruwa,,,
,,,
Kuchumia,machumidhi,,
thamani,,,
aya,,,
Chombo ,,,
Kuenga,,,
Sauti,,,
Kunenda,,,
uvambaa,,,
Dhicha,,,
Kuosa,,,
uchafu,halagao,,
Saa,,,
Mai,,,
Kupunga,,,
Nshumaa,,,
Ndia,,,
Hali ya hewa,,,
Wiki,,,
Udhicho,,,
gurudumu,,,
kibachi,Kigomba,,
firimbi,Bika muhundhi,,
Upepo,,,
Idirisha ,,,
Chembo,,,
Ubale,,,
,,,
waya,uma,,
,,,
Ubavo,,,
,,,
,,,
kadhi,,,
ndimwi,,,
,,,
,,,
,,,
,,,
juma,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Hamisi,,,
ambari,hambari,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Chachini,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Mfumo wa juma,jumamosi,,
Juma ine,,,
Jumapili,,,
Jumatano,,,
jumachachu,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
kesho kutwa,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
eo,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
mahamuri,mahamura,,
,,,
,,,
,,,
,,,
,,,
,,,
marjani,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
mfungo mosi,mwezi mwanda,,
mfungo nane,,,
mfungoone,mfungo nne,,
mfungo pili,,,
mfungo saba,,,
mfungo sita,,,
mfungo tanu,,,
mfungo chachu,,,
mfungo tisa,mfungo tisia,,
,,,
,,,
,,,
,,,
,,,
nkache,,,
chapachi,,,
,,,
nkache wa maingi ,,,
,,,
,,,
,,,
nkache wa sinia,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
nchondo,,,
nchondogoo,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
ramadhani,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
shaabani,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
wiki hii,,,
wiki iyao,,,
wiki ilopicha,wiki ipisieo,,
,,,
,,,
,,,
,,,
,,,
zambar udi,,,
dhamia lulu,,,
zinduna,dhunduna,,
,,,
,,,
,,,
soriyo,,,
