620,,
akaunti,,
kutenda,,
mtu,,
picha,taswira,
nguruwe,,
pini,,
mfeleji,,
mahali,,
ndege,,
mmea,kiwanda,
sahani,,
cheza,,
furaha,,
kulima,,
mfuko,,
fikra,kitone,elekeza
sumu,,
,,
mchukuzi,,
nafasi,,
chungu,sufuria,
kiazi,,
kiazi,,
unga,poda,
nguvu,,
bei,,
chapa,,
gereza,jela,
mwendo,,
zalisha,,
faida,,
mali,,
nadhari,,
maandamano,,
vuta,,
pampu,,
adhabu,,
madhumuni,sababu,
msukumo,,
ubora,,
swali,,
reli,,
mvua,,
,,
panya,,
kiwango,,
mwali,,
,,
kusoma,,
sababu,,
risiti,,
rekodi,,
majuto,,
uhusiano,,
dini,,
mwakilishi,,
omba,,
heshimu,,
pumzika,,
tuzo,,
,,
mchele,,
pete,,
mto,,
barabara,njia,
fimbo,,
biringisha,,
paa,,
chumba,,
mzizi,,
sugua,,
tawala,kanuni,
kimbia,,
tanga,,
chumvi,,
mchanga,,
,,
mizani,,
shule,skuli,
sayansi,,
makasi,,
skrubu,,
bahari,,
kiti,,
karani au katibu,,
mbegu,,
uteuzi,,
binafsi,,
maana,hisia,
mtumishi,,
jinsia,ngono,
kivuli,,
kutingisha,kutingishika,
aibu,,
kondoo,,
rafu,,
meli,,
shati,,
mshtuko,,
kiatu,,
upande,,
ishara,,
hariri,,
fedha,,
,,
dada,,
kipimo,ukubwa,
ngozi,,
skati,,
mbingu,,
lala,usingizi,
,,
mteremko,,
vunja,,
nusa,harufu,
tabasamu,,
moshi,,
nyoka,,
chemua,,
theluji,,
sabuni,,
jamii,,
soksi,,
mtoto wa kivluana,,
nyimbo,,
chagua,,
sauti,,
supu,,
nafasi,,
,,
sifonjo,,
kijiko,,
chemchem,majira ya machuko,
mraba,,
jukwaa,hatua,
muhuri,,
nyota,,
mwanzo,,
kauli,,
stesheni,,
mvuke,,
chuma,,
shina,,
hatua,,
kijiti,,
kushona,,
,,
tumbo,,
jiwe,,
ach,kituo,
duka,,
hadithi,,
barabara,,
nyoosha,,
muundo,mfumo,
kitu,,
sukari,,
pendekezo,wazo,
kiangazi,,
jua,,
saidia,msaada,
mshangao,,
ogelea,,
mfumo,,
meza,,
mkia,,
zungumza,,
onja,,
ushuru,,
kufundisha,,
tabia,mazoea,
mtihani,,
nadharia,,
kitu,,
wazo,,
uzi,,
koo,,
kidole cha gumba,,
radi,,
tikiti,,
saa. wakati,,
mkebe,,
kidole cha mguu,,
ulimi,,
jino,,
juu,,
kuguza,,
mji,,
biashara,,
treni. ,,
usafiri,usafirisha,
sinia,,
mti,,
udanganyifu,kutapeli,
shida,,
suruali,,
geuza,,
,,
mwavuli,,
kitengo,,
tumia,,
thamani,Gharama,
aya,,
chombo,,
mtazamo,,
sauti,,
tembea,,
ukuta,,
vita,,
osha,,
taka,uchafu,
saa,,
maji,,
wimbi,,
nta,,
njia,,
hali ya hewa,,
wiki,,
uzito,,
gurudumu,,
kiboko,,
filimbi,,
upepo,,
dirisha,,
mvinyo,,
ubawa,mrengo,
majira ya baridi,,
waya,,
mwanamke,,
mbao,kuni,
pamba,sufu,
neno,,
kazi,,
minyoo,,
jeraha,,
mwandiko,,
mwaka,,
